customer_id,age,gender,subscription_length_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,internet_service_type,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,avg_monthly_gb_download_6_months,avg_monthly_gb_download_12_months,monthly_usage_gb,overage_fees,roaming_charges,international_plan,voice_mail_plan,number_vmail_messages,number_customer_service_calls,number_calls_placed,number_calls_received,total_minutes_used,total_data_used_gb,avg_call_duration_minutes,avg_call_duration_6_months,avg_call_duration_12_months,payment_delay_days,late_payment_count,missed_payment_count,contract_renewal_days,days_since_last_upgrade,days_since_last_downgrade,days_since_last_complaint,complaint_count,positive_feedback_count,negative_feedback_count,social_media_mentions,satisfaction_score,churn
479,77,M,32,65.44,1417.78,One year,Bank transfer,Yes,Yes,No,No,No,No,No,Yes,No,Yes,DSL,No,No,No,154.7,199.5,65.8,2781.0,29.18,4.56,No,No,31,6,51,98,1805,90.5,16.6,8.9,7.6,10,3,0,108,457,153,86,3,2,2,3,1,No
480,50,F,15,34.83,2188.49,Two year,Credit card,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,29.1,174.5,175.3,1195.0,17.47,16.11,Yes,No,7,11,33,86,951,45.2,7.2,17.9,14.9,21,0,0,575,109,17,18,8,1,3,3,6,No
481,69,M,16,39.66,4902.83,Two year,Credit card,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,92.8,59.5,168.6,957.0,42.17,12.76,Yes,No,6,7,72,20,1444,0.9,9.4,19.7,6.9,14,4,1,953,89,3,83,7,1,0,4,10,No
482,78,F,54,49.29,384.14,Two year,Electronic check,No,No,No,No,Yes,Yes,No,Yes,Yes,No,DSL,Yes,No,Yes,155.0,51.5,190.4,2661.0,18.06,11.31,No,No,42,2,34,81,2096,79.3,15.7,13.7,4.8,29,3,0,648,36,56,51,7,2,0,1,10,Yes
483,38,M,22,52.63,2617.57,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Fiber optic,No,No,No,67.5,76.3,158.0,148.0,13.02,4.52,No,Yes,42,0,69,13,205,28.5,12.9,17.4,16.3,27,3,0,334,309,118,51,1,0,4,5,5,No
484,49,M,28,130.58,937.86,Two year,Electronic check,No,No,No,No,Yes,No,Yes,No,Yes,No,DSL,No,Yes,Yes,126.6,71.2,131.9,409.0,42.88,18.36,No,No,16,2,36,79,1241,1.0,6.9,10.7,16.3,6,0,0,228,480,52,33,2,2,3,5,10,Yes
485,40,M,20,92.96,4854.85,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,10.0,74.5,171.3,247.0,18.73,3.82,No,Yes,21,10,77,23,1841,80.5,8.3,18.8,10.5,19,2,2,583,50,101,58,9,2,4,7,6,Yes
486,50,M,33,88.04,610.85,One year,Credit card,No,No,No,No,No,No,Yes,No,No,Yes,DSL,No,No,Yes,121.7,63.7,15.1,2529.0,0.84,15.9,Yes,No,45,17,60,48,1459,51.7,6.8,16.8,11.0,25,1,1,1077,59,24,80,8,1,0,9,9,Yes
487,20,M,10,34.92,2047.82,Two year,Credit card,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,30.5,124.2,92.6,32.0,19.51,19.33,Yes,No,33,6,48,31,2838,68.5,12.3,19.8,14.2,16,2,0,212,71,174,4,2,1,2,0,8,Yes
488,35,M,40,131.82,3702.53,Two year,Bank transfer,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,No,166.1,32.9,197.9,2585.0,32.73,14.54,No,Yes,19,8,8,74,1345,91.5,7.3,12.8,10.7,4,3,1,636,127,179,65,7,4,3,3,7,No
489,42,M,32,113.97,3537.54,Two year,Credit card,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,71.1,169.2,153.9,1354.0,12.72,19.86,No,Yes,7,3,18,10,230,54.1,14.8,15.8,8.9,7,1,1,112,306,161,40,4,1,0,1,7,No
490,59,F,50,28.8,2142.51,One year,Electronic check,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Fiber optic,No,Yes,No,56.3,162.5,192.4,12.0,21.6,13.02,Yes,Yes,21,9,86,59,1510,50.3,12.0,11.3,19.9,9,4,1,122,61,143,33,6,2,3,7,6,Yes
491,48,F,33,112.02,1765.29,Month-to-month,Electronic check,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,168.2,95.3,155.9,1205.0,2.84,4.35,No,Yes,26,17,27,67,882,29.1,3.8,5.9,3.8,5,4,2,646,304,93,53,3,4,2,3,6,No
492,71,F,2,90.66,2018.18,Month-to-month,Credit card,No,No,Yes,No,No,No,Yes,No,No,No,Fiber optic,Yes,Yes,No,10.0,170.5,175.0,560.0,29.4,4.08,Yes,No,33,15,79,60,2773,30.5,6.9,7.7,12.3,20,1,1,602,178,126,19,7,2,1,7,1,Yes
493,75,F,33,30.62,1358.17,Two year,Credit card,Yes,No,No,No,No,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,79.3,49.4,141.3,1873.0,37.81,6.49,No,Yes,20,11,25,89,2331,79.7,5.2,18.0,17.8,1,3,1,610,27,123,53,3,0,4,1,7,No
494,20,F,33,79.58,1066.4,One year,Electronic check,No,No,Yes,No,Yes,No,No,No,Yes,Yes,DSL,Yes,Yes,No,74.0,3.5,152.1,2038.0,20.67,0.14,No,Yes,14,18,37,4,1509,44.9,8.4,2.1,14.1,25,0,0,1030,239,35,65,4,0,4,3,5,Yes
495,57,M,41,83.01,2441.05,One year,Credit card,No,Yes,No,No,No,No,Yes,Yes,No,No,DSL,No,No,Yes,57.0,123.8,104.6,1463.0,21.01,13.63,Yes,Yes,4,2,39,35,2323,16.4,10.8,12.2,17.7,27,2,0,803,419,155,91,0,1,0,8,7,No
496,63,M,13,41.55,1379.24,One year,Electronic check,No,No,No,No,No,Yes,Yes,Yes,No,No,DSL,No,Yes,No,182.4,91.6,184.8,122.0,4.41,5.37,Yes,No,37,7,24,96,432,9.5,10.6,8.1,7.4,4,2,2,882,231,192,17,9,4,0,4,6,Yes
497,41,F,30,142.94,1472.94,One year,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,DSL,No,Yes,No,150.2,113.4,165.0,1968.0,10.1,16.3,No,No,16,18,98,63,1208,47.3,15.3,8.3,6.2,9,0,1,680,152,71,43,7,3,2,5,8,Yes
498,67,M,33,130.5,3300.94,One year,Electronic check,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,DSL,No,No,Yes,12.8,179.9,168.8,2526.0,7.73,7.18,Yes,Yes,7,8,68,77,2680,46.5,4.6,17.8,17.2,27,0,2,821,419,52,47,6,0,0,9,3,Yes
499,49,F,13,106.97,4844.26,Month-to-month,Bank transfer,Yes,No,No,No,No,No,Yes,Yes,No,Yes,DSL,No,No,No,142.9,194.0,134.6,2161.0,24.08,9.6,No,No,18,18,70,31,2263,65.3,19.0,17.2,8.5,2,4,1,505,332,169,34,4,0,0,8,8,Yes
500,64,F,52,80.1,3038.0,Month-to-month,Credit card,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Fiber optic,No,No,No,105.5,126.9,60.9,2490.0,26.46,19.31,Yes,No,4,16,22,70,2144,47.1,7.5,12.4,14.5,12,0,2,533,443,78,78,5,0,0,8,7,No
501,39,M,26,73.53,431.05,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,No,No,No,180.2,152.8,7.1,602.0,47.45,4.84,No,Yes,22,12,88,73,1142,14.3,6.7,6.2,3.8,15,1,1,260,6,97,38,0,0,3,6,1,Yes
502,40,M,22,104.63,424.14,Two year,Bank transfer,No,No,Yes,Yes,No,Yes,No,No,Yes,No,DSL,No,Yes,No,62.6,16.8,187.1,2667.0,3.66,14.43,No,No,18,1,64,65,2412,50.8,14.0,10.0,15.4,14,4,0,907,64,146,2,7,1,3,1,3,Yes
503,19,M,39,90.91,4759.54,One year,Credit card,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,114.8,32.1,117.2,967.0,29.99,15.1,No,Yes,13,3,21,9,1817,90.7,16.3,8.8,11.4,1,3,2,1072,456,43,18,8,4,1,6,10,No
504,44,F,2,28.1,1521.59,Two year,Bank transfer,No,No,Yes,No,No,Yes,No,No,No,No,DSL,Yes,No,No,100.2,146.6,59.6,40.0,26.32,4.42,Yes,Yes,9,10,63,98,1007,15.9,8.2,7.7,6.1,29,4,0,719,122,29,86,4,0,3,8,4,No
505,59,M,38,86.63,505.73,One year,Credit card,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,No,No,No,97.9,86.3,29.8,2530.0,25.81,10.02,Yes,Yes,30,1,67,20,617,69.0,15.2,3.0,10.4,2,4,1,238,475,73,82,9,1,4,1,9,No
506,19,F,39,124.83,3015.27,Month-to-month,Electronic check,Yes,No,Yes,Yes,No,No,No,Yes,No,No,DSL,Yes,Yes,No,91.2,89.2,165.9,2825.0,43.66,7.0,Yes,No,12,3,57,39,396,59.4,17.8,11.3,14.2,19,2,2,160,35,171,17,6,4,1,6,6,No
507,43,F,26,79.7,3137.06,Two year,Credit card,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,41.1,61.7,167.3,1967.0,10.28,15.44,Yes,Yes,21,3,27,41,2505,74.9,15.6,6.7,1.2,17,0,0,772,237,116,93,9,4,0,6,7,No
508,34,F,46,26.75,3260.1,Month-to-month,Electronic check,No,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,No,No,No,151.1,121.5,162.9,694.0,2.04,12.45,No,No,36,19,77,71,317,15.1,1.6,13.6,13.1,29,1,0,413,477,154,82,3,3,4,2,5,Yes
509,57,M,58,122.22,1373.64,One year,Electronic check,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,90.3,37.0,129.0,755.0,33.61,9.52,Yes,No,38,0,96,45,2429,94.2,16.7,7.1,11.3,19,0,0,391,72,83,4,5,2,1,5,3,No
510,50,M,50,46.18,124.8,One year,Bank transfer,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber optic,No,No,No,191.7,125.4,73.2,1400.0,17.26,15.59,Yes,No,9,10,67,81,2189,62.1,15.7,9.2,5.2,19,2,1,790,29,72,54,1,0,1,7,5,No
511,26,F,15,53.62,4826.83,One year,Credit card,No,No,No,No,No,No,No,No,No,Yes,DSL,No,No,Yes,52.2,34.8,60.8,2693.0,0.88,4.7,Yes,No,30,1,74,72,456,84.7,13.7,2.0,15.3,14,0,2,972,226,33,12,3,1,4,9,7,Yes
512,60,M,34,41.41,1291.92,Month-to-month,Bank transfer,No,Yes,No,No,No,Yes,No,Yes,No,No,DSL,No,Yes,No,136.5,12.8,1.7,449.0,12.57,15.07,No,Yes,42,18,95,40,500,24.7,15.4,19.9,6.8,21,1,0,677,302,126,33,4,4,1,7,9,No
513,71,M,42,62.93,3396.33,One year,Credit card,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,188.1,66.1,166.7,2478.0,15.47,17.31,Yes,Yes,34,7,3,93,322,73.9,19.6,10.6,6.3,27,0,1,384,346,84,87,8,3,4,2,9,No
514,65,M,55,118.38,3547.82,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,132.7,46.2,17.5,874.0,30.84,17.57,Yes,No,12,19,0,3,999,78.1,9.2,1.5,10.0,4,2,1,129,284,151,17,8,2,1,5,8,Yes
515,56,F,44,87.52,3069.54,Two year,Electronic check,No,Yes,No,No,Yes,No,No,Yes,No,Yes,DSL,Yes,No,No,174.3,177.8,126.2,2426.0,8.63,15.67,No,Yes,29,3,25,98,2315,39.7,2.3,11.3,13.8,22,1,1,760,4,55,67,7,4,1,1,5,Yes
516,46,F,49,46.63,1598.89,One year,Credit card,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,DSL,No,No,Yes,165.5,11.0,100.8,2761.0,20.65,8.16,No,No,33,15,32,13,2534,38.4,9.8,17.5,18.6,10,0,2,330,64,6,99,3,4,1,1,7,No
517,59,M,40,134.12,1391.93,One year,Credit card,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,72.0,35.3,105.3,1282.0,24.12,19.64,No,No,35,14,80,13,877,65.8,1.9,15.7,3.7,22,2,1,638,234,195,71,5,0,4,7,4,Yes
518,72,F,11,134.35,3008.46,One year,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Yes,No,No,120.0,109.7,185.3,1095.0,22.96,7.59,No,Yes,34,4,26,52,678,9.3,6.6,14.3,8.5,2,2,1,911,114,50,42,6,2,1,9,10,No
519,43,M,3,133.18,4337.17,Two year,Credit card,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Yes,No,Yes,31.3,96.2,6.3,2407.0,48.7,12.77,No,No,46,4,41,83,2061,73.6,12.2,3.6,2.3,8,4,2,232,452,135,64,0,2,3,4,5,Yes
520,52,M,59,51.04,4736.33,One year,Credit card,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,107.1,9.2,154.7,1588.0,2.28,3.22,No,Yes,3,14,68,28,1003,4.3,6.9,13.5,15.4,6,1,2,1074,318,183,40,0,1,3,4,4,Yes
521,67,M,6,78.66,574.23,Month-to-month,Credit card,No,No,No,No,Yes,No,No,Yes,No,No,DSL,Yes,No,Yes,46.1,1.5,10.4,2053.0,47.55,19.61,No,No,3,16,70,22,2752,19.1,14.0,15.6,9.5,22,1,1,141,245,57,37,3,3,3,3,3,Yes
522,42,M,9,148.05,816.4,Month-to-month,Bank transfer,No,No,Yes,No,No,No,No,No,No,Yes,Fiber optic,Yes,Yes,Yes,148.7,197.6,7.6,1868.0,29.1,14.08,Yes,No,46,2,63,84,154,66.4,16.6,11.9,14.4,1,0,1,410,348,84,99,2,1,3,9,1,Yes
523,41,F,6,120.36,4726.44,One year,Credit card,No,No,Yes,No,Yes,Yes,No,Yes,No,No,DSL,Yes,No,No,105.6,131.8,86.0,459.0,39.79,15.07,No,No,5,17,24,30,100,9.8,9.0,18.0,7.1,14,4,0,784,439,68,37,9,3,3,3,5,Yes
524,30,F,9,23.53,3695.85,One year,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Fiber optic,No,No,No,82.2,73.1,12.6,2534.0,21.52,1.32,No,No,27,10,71,95,2619,97.2,18.1,6.3,17.0,11,1,2,983,16,7,12,3,1,0,7,2,Yes
525,77,F,39,28.48,4420.82,Two year,Bank transfer,No,No,No,Yes,Yes,No,No,Yes,No,Yes,DSL,Yes,Yes,No,53.8,94.1,157.8,587.0,22.69,15.27,No,Yes,29,5,97,70,1066,86.8,2.5,5.6,11.2,15,2,2,825,382,193,21,8,3,1,2,6,Yes
526,75,M,31,80.31,1053.03,Two year,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,DSL,Yes,No,No,199.7,53.3,105.9,2797.0,43.97,15.49,No,No,26,11,3,76,1334,62.6,17.0,17.5,18.9,25,1,0,366,306,151,28,1,0,2,2,5,No
527,24,M,32,138.2,2958.55,Two year,Electronic check,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,14.3,69.0,5.8,752.0,44.8,13.44,No,No,4,16,11,60,620,81.9,16.7,12.9,2.5,15,4,1,251,368,169,8,3,3,0,7,2,Yes
528,74,M,41,90.03,3520.64,One year,Electronic check,No,Yes,No,No,Yes,Yes,No,No,No,No,Fiber optic,Yes,No,Yes,8.7,129.8,8.1,2202.0,11.93,5.84,Yes,Yes,43,13,57,22,1628,88.8,7.1,1.0,10.8,15,3,1,1041,36,53,90,6,1,4,2,8,Yes
529,53,F,50,84.72,3416.55,Two year,Electronic check,No,Yes,Yes,Yes,No,No,No,Yes,No,No,DSL,No,No,Yes,43.5,176.6,122.5,854.0,9.96,9.79,Yes,No,38,5,94,7,1014,25.9,6.7,7.7,15.6,18,2,1,789,343,143,67,1,2,0,1,5,No
530,62,M,12,33.71,2070.35,Two year,Credit card,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber optic,No,No,No,194.2,36.8,161.2,953.0,24.81,2.21,Yes,No,34,9,10,75,2512,84.9,6.8,17.3,12.4,2,1,1,718,371,131,16,7,4,2,4,2,Yes
531,37,F,8,105.38,126.2,Month-to-month,Electronic check,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Fiber optic,No,Yes,No,195.8,168.1,87.6,930.0,45.01,9.43,Yes,No,38,15,58,99,2398,19.5,16.4,1.5,1.4,27,2,0,147,380,58,36,9,3,0,2,1,Yes
532,18,F,8,126.87,2935.48,Two year,Credit card,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,DSL,No,Yes,No,131.0,24.3,110.9,2244.0,16.12,4.88,Yes,No,43,17,35,15,2281,41.3,16.8,1.1,19.5,28,0,2,203,218,93,63,3,3,1,5,2,No
533,25,F,50,69.45,1302.85,Month-to-month,Bank transfer,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,No,No,Yes,176.0,43.0,160.0,1670.0,32.6,6.98,Yes,No,14,19,21,25,1951,55.8,7.3,6.3,6.7,21,2,2,348,136,45,66,8,2,3,6,1,Yes
534,63,F,28,120.83,2278.76,Month-to-month,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,DSL,No,Yes,Yes,42.8,7.4,122.1,2649.0,35.41,3.25,Yes,No,18,5,64,28,402,71.4,12.3,18.4,5.7,19,1,1,470,245,93,3,0,0,1,2,10,No
535,33,F,20,145.38,4790.03,Two year,Electronic check,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,DSL,Yes,No,Yes,194.4,28.2,45.0,922.0,38.93,4.6,No,Yes,29,18,49,92,2398,3.0,3.6,18.1,10.2,3,0,0,444,37,98,39,6,1,0,8,10,No
536,31,F,47,46.49,2025.22,Month-to-month,Credit card,Yes,Yes,No,No,No,No,Yes,No,No,Yes,DSL,No,Yes,No,28.6,183.5,122.6,2076.0,28.2,1.53,No,No,37,2,3,5,1171,29.1,9.9,10.9,11.3,0,0,1,1057,250,12,15,0,0,2,9,3,Yes
537,29,M,59,88.03,4207.02,One year,Electronic check,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,20.2,91.9,125.7,2259.0,20.12,18.4,No,Yes,31,11,99,36,2075,60.9,20.0,11.5,15.6,21,0,1,979,52,36,10,9,3,4,0,3,No
538,68,M,7,57.33,983.28,One year,Electronic check,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,22.4,15.5,146.8,454.0,48.35,10.61,No,No,39,15,71,32,258,35.7,4.0,7.3,8.5,7,3,0,112,396,181,90,8,3,1,6,10,No
539,40,F,11,123.07,3378.68,Two year,Credit card,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,114.6,191.9,124.2,1202.0,30.57,7.93,No,Yes,28,2,88,94,619,77.5,19.0,5.6,9.4,23,3,0,1018,345,176,25,9,0,2,3,1,Yes
540,32,F,20,95.09,4886.18,One year,Electronic check,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,156.2,175.8,193.8,1448.0,36.43,10.7,No,Yes,5,15,91,45,1465,65.2,16.7,16.5,11.2,14,0,2,522,308,74,94,9,1,4,6,7,No
541,45,M,16,102.5,554.37,Month-to-month,Bank transfer,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,Yes,73.3,150.9,39.5,1067.0,17.25,12.57,Yes,Yes,25,3,51,60,1973,23.4,19.5,3.0,8.5,23,1,2,35,202,57,97,0,3,3,8,10,No
542,51,F,4,123.73,91.18,One year,Electronic check,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,195.6,186.7,190.2,966.0,33.5,18.44,No,Yes,26,19,99,40,1961,14.6,4.4,10.3,18.4,20,0,1,734,374,18,71,2,3,1,8,7,No
543,19,F,6,71.48,2196.23,Two year,Credit card,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,86.9,44.0,107.7,2059.0,12.89,3.57,No,No,34,12,99,17,1652,62.9,5.1,13.1,17.2,25,0,1,376,471,145,64,6,0,1,0,9,No
544,49,M,58,138.96,508.5,Two year,Credit card,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Fiber optic,Yes,No,Yes,30.1,167.3,134.4,648.0,12.25,5.91,No,No,27,3,42,94,875,45.0,1.3,3.0,9.6,21,2,2,563,374,187,1,0,4,3,9,5,Yes
545,40,F,22,89.29,3754.5,Month-to-month,Bank transfer,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,93.2,138.0,19.9,2128.0,35.74,19.52,Yes,No,4,3,45,15,1550,16.9,14.8,10.9,1.0,4,2,0,686,480,144,90,4,2,3,3,4,Yes
546,39,F,26,40.53,4577.02,Two year,Credit card,No,No,Yes,No,No,Yes,No,No,No,No,Fiber optic,No,Yes,Yes,135.8,174.0,76.1,2805.0,26.07,7.42,Yes,Yes,40,6,3,50,1234,32.6,13.2,12.0,18.1,19,2,1,984,48,138,44,5,3,0,6,5,No
547,68,F,3,110.47,2198.4,One year,Credit card,Yes,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Yes,No,Yes,166.4,159.4,153.9,1696.0,34.16,0.45,Yes,Yes,47,11,12,36,542,30.3,4.4,15.1,3.4,11,4,1,480,121,142,42,2,1,4,9,8,Yes
548,42,M,41,123.12,1330.62,Two year,Bank transfer,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Yes,Yes,No,91.8,69.3,141.4,1834.0,13.47,2.95,No,Yes,15,1,37,13,452,10.8,16.0,5.5,5.6,19,2,0,1055,325,199,2,5,4,2,5,8,No
549,75,M,42,61.18,2200.3,Month-to-month,Electronic check,No,No,No,No,No,Yes,No,No,Yes,No,DSL,Yes,No,No,118.7,154.9,8.0,207.0,29.94,0.53,No,Yes,40,15,44,67,2744,54.7,6.7,6.6,3.9,19,2,1,947,418,107,33,3,0,3,8,4,Yes
550,79,M,14,131.43,3631.07,Two year,Bank transfer,No,Yes,No,No,No,No,No,No,No,Yes,DSL,No,Yes,Yes,53.5,52.5,109.3,2593.0,22.2,19.8,No,Yes,17,6,24,29,403,76.4,3.6,11.8,4.4,3,1,0,983,15,144,79,5,0,0,6,8,No
551,78,F,11,137.8,94.82,One year,Electronic check,No,Yes,No,No,No,Yes,No,No,Yes,Yes,DSL,Yes,No,No,129.2,65.7,17.7,856.0,29.85,5.58,Yes,Yes,12,18,66,59,1018,57.5,9.0,19.7,16.3,29,3,2,243,268,89,64,5,1,4,2,4,Yes
552,39,F,18,56.0,2967.8,Month-to-month,Bank transfer,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,197.2,21.6,199.2,1845.0,14.54,18.47,Yes,Yes,42,10,54,52,1428,82.6,2.7,5.1,12.0,21,3,2,929,235,119,63,3,4,4,6,4,Yes
553,75,M,54,147.86,3085.79,One year,Electronic check,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Fiber optic,No,Yes,No,9.8,187.0,179.5,2937.0,35.77,19.92,No,No,24,0,95,96,882,12.8,6.0,19.7,19.2,14,3,2,402,120,4,6,0,1,1,9,8,No
554,75,F,12,38.29,3206.56,Month-to-month,Bank transfer,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,177.3,58.2,4.2,1787.0,40.3,12.0,Yes,Yes,9,8,38,35,1851,43.6,8.1,14.6,5.4,5,4,2,682,138,188,34,2,3,0,4,2,Yes
555,39,F,23,46.26,1248.01,Two year,Electronic check,No,Yes,Yes,No,Yes,No,No,No,No,No,DSL,No,Yes,Yes,112.5,104.1,171.7,2174.0,13.0,0.66,No,No,28,4,64,29,574,60.9,17.2,16.7,10.2,4,0,2,536,86,131,21,9,4,0,1,4,No
556,66,F,12,43.95,3584.56,Month-to-month,Bank transfer,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,DSL,Yes,Yes,Yes,50.4,78.3,183.9,1336.0,15.03,1.63,Yes,No,9,16,74,63,1458,67.6,16.1,2.7,19.6,27,2,1,1012,129,55,47,6,2,1,9,1,Yes
557,69,F,13,136.22,502.39,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,DSL,No,Yes,No,191.0,192.0,70.7,181.0,33.06,9.63,Yes,Yes,5,0,1,13,1499,69.6,9.4,6.7,16.7,10,1,2,605,251,103,31,1,2,2,2,1,Yes
558,59,F,25,105.06,1036.39,Two year,Bank transfer,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,96.7,67.0,143.9,2393.0,34.78,8.12,Yes,Yes,15,16,68,22,1491,72.9,14.8,2.1,14.8,13,4,1,362,349,47,25,3,1,3,5,8,Yes
559,23,M,45,39.77,4393.48,One year,Credit card,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,66.3,155.7,88.4,105.0,35.2,12.12,No,Yes,24,11,85,47,2470,65.1,11.8,8.1,4.6,10,3,1,241,274,47,5,5,2,1,5,4,Yes
560,32,F,51,77.24,3706.68,Two year,Electronic check,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Fiber optic,Yes,No,Yes,36.3,171.1,131.0,2102.0,34.13,8.78,Yes,Yes,43,12,61,27,1162,9.4,7.5,19.6,15.6,8,4,0,318,359,162,45,4,1,3,6,6,No
561,71,M,58,99.99,118.04,Month-to-month,Bank transfer,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,48.9,87.1,68.1,69.0,19.64,18.68,No,No,3,10,45,6,2596,69.5,14.8,3.0,7.6,23,1,1,639,300,108,54,5,3,0,5,5,Yes
562,60,F,19,30.85,1279.46,Two year,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,No,No,No,166.6,75.6,64.5,2587.0,19.74,10.69,No,Yes,36,12,76,41,2515,72.5,14.0,11.7,11.1,9,4,1,195,429,160,74,4,3,1,8,10,No
563,77,M,55,134.71,1111.31,Month-to-month,Electronic check,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL,No,No,No,122.9,149.5,84.9,473.0,12.74,13.87,No,No,33,12,86,9,110,99.3,12.8,1.1,12.6,5,3,2,155,46,99,94,8,1,2,4,6,Yes
564,54,F,46,124.47,1390.49,Two year,Bank transfer,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,182.6,182.6,29.1,1543.0,7.84,17.93,Yes,Yes,18,5,30,67,2200,69.3,12.7,14.5,12.6,10,0,2,1085,432,20,54,1,3,3,4,4,Yes
565,50,M,36,85.68,1275.42,Two year,Electronic check,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,No,Yes,Yes,46.4,151.0,166.2,1791.0,34.63,2.94,Yes,No,32,5,98,43,2964,68.7,14.0,4.7,14.8,8,3,0,303,78,101,84,3,2,3,7,4,No
